url_canonical,domain,counts,sample_thread_ids,sample_urls,first_seen_iso,last_seen_iso
https://forms.gle/4PgEBWLyekPzJ3G69,forms.gle,2,thread_1548777185893508|thread_1548777185893508,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1548777185893508/|https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1548777185893508/,2024-09-08T18:36:15Z,2024-09-08T18:36:15Z
https://www.indeed.com/job/physical-therapist-d45b4559658e829b,indeed.com,2,thread_1355247135246515|thread_1355247135246515,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1355247135246515/|https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1355247135246515/,2023-11-14T19:39:46Z,2023-11-14T19:39:46Z
https://www.apta.org/news/2023/10/25/practice-expense-survey,apta.org,2,thread_1347113306059898|thread_1347113306059898,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1347113306059898/|https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1347113306059898/,2023-11-01T01:51:55Z,2023-11-01T01:51:55Z
https://www.avethanllc.com/about-us/,avethanllc.com,2,thread_1187499488687948|thread_1187499488687948,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1187499488687948/|https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1187499488687948/,2023-02-21T05:53:11Z,2023-02-21T05:53:11Z
https://conquerconcussion.com/classes/,conquerconcussion.com,2,thread_1123659065071991|thread_1123659065071991,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1123659065071991/|https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1123659065071991/,2022-12-03T17:30:17Z,2022-12-03T17:30:17Z
https://youtu.be/jB8bh6irKKw,youtu.be,2,thread_1123659065071991|thread_1123659065071991,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1123659065071991/|https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1123659065071991/,2022-12-03T17:30:17Z,2022-12-03T17:30:17Z
https://youtu.be/ihHSst8DzQg,youtu.be,2,thread_1123659065071991|thread_1123659065071991,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1123659065071991/|https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1123659065071991/,2022-12-03T17:30:17Z,2022-12-03T17:30:17Z
https://programs.uncagedclinician.com/store/VzZHJSTS,programs.uncagedclinician.com,2,thread_1090282145076350|thread_1090261515078413,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1090282145076350/|https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1090261515078413/,2022-10-25T13:00:39Z,2022-10-26T14:02:15Z
https://ppsapta.org/about-private-practice/leadership/Slate-of-Candidate-2022.cfm,ppsapta.org,2,thread_1083116299126268|thread_1083116299126268,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1083116299126268/|https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1083116299126268/,2022-10-16T15:45:31Z,2022-10-16T15:45:31Z
https://forms.gle/JEDBC7phy5gV9DHU7,forms.gle,2,thread_1028007977970434|thread_1028007977970434,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1028007977970434/|https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1028007977970434/,2022-08-09T01:05:54Z,2022-08-09T01:05:54Z
https://efficientherapist.com/product/dementia-therapy/,efficientherapist.com,1,thread_1932900037481219,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1932900037481219/,2025-12-29T17:48:24Z,2025-12-29T17:48:24Z
https://www.instagram.com/quayjo/,instagram.com,1,thread_1925538484884041,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1925538484884041/,2025-12-18T18:44:02Z,2025-12-18T18:44:02Z
https://www.instagram.com/schrothboss?igsh=MXMwbG90OHAycHRwcQ%3D%3D,instagram.com,1,thread_1925511191553437,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1925511191553437/,2025-12-18T17:56:25Z,2025-12-18T17:56:25Z
https://www.indeed.com/viewjob?jk=b2857b141758d80a&from=mobRdr,indeed.com,1,thread_1922567841847772,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1922567841847772/,2025-12-14T22:44:16Z,2025-12-14T22:44:16Z
https://www.instagram.com/relevateptforperformers?igsh=MXZsOWd6dXhwMTJrMA%3D%3D,instagram.com,1,thread_1895800101191213,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1895800101191213/,2025-11-11T15:19:34Z,2025-11-11T15:19:34Z
https://www.google.com/search?q=Assembly+Bill+%28AB%29+931&oq=Newsom+Vetoes+CPTA+Prior+Auth+Bill&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIJCAEQIRgKGKABMgkIAhAhGAoYoAEyCQgDECEYChigATIJCAQQIRgKGKABMgcIBRAhGI8CMgcIBhAhGI8C0gEIOTM1ajBqMTWoAgiwAgHxBXoXYxf437oJ&sourceid=chrome&ie=UTF-8&mstk=AUtExfCXbmUfErPIsV7HkRNxXkEhgDAKYhWK2TY1cYEeMzGJeCOIPrMjpJVjXMEcBw5ayButbzNXgIgTf63lqWgxp2HNGzsI9F34TMBWpk46lnDV_Y3dWX3v0hDVD4kwgDtnTfyYWUinJH8nxCrqoKp8VtV7g2SDufTAZUSRqcGquvuxVYg&csui=3&ved=2ahUKEwicsLOuhpOQAxVkQjABHSbwHQ4QgK4QegQIARAD,google.com,1,thread_1863537211084169,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1863537211084169/,2025-10-07T21:41:15Z,2025-10-07T21:41:15Z
https://www.google.com/search?q=California+Physical+Therapy+Association+%28CPTA%29&oq=Newsom+Vetoes+CPTA+Prior+Auth+Bill&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIJCAEQIRgKGKABMgkIAhAhGAoYoAEyCQgDECEYChigATIJCAQQIRgKGKABMgcIBRAhGI8CMgcIBhAhGI8C0gEIOTM1ajBqMTWoAgiwAgHxBXoXYxf437oJ&sourceid=chrome&ie=UTF-8&mstk=AUtExfCXbmUfErPIsV7HkRNxXkEhgDAKYhWK2TY1cYEeMzGJeCOIPrMjpJVjXMEcBw5ayButbzNXgIgTf63lqWgxp2HNGzsI9F34TMBWpk46lnDV_Y3dWX3v0hDVD4kwgDtnTfyYWUinJH8nxCrqoKp8VtV7g2SDufTAZUSRqcGquvuxVYg&csui=3&ved=2ahUKEwicsLOuhpOQAxVkQjABHSbwHQ4QgK4QegQIARAE,google.com,1,thread_1863537211084169,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1863537211084169/,2025-10-07T21:41:15Z,2025-10-07T21:41:15Z
https://www.google.com/search?q=California+Office+of+Health+Care+Affordability+%28OHCA%29&oq=Newsom+Vetoes+CPTA+Prior+Auth+Bill&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIJCAEQIRgKGKABMgkIAhAhGAoYoAEyCQgDECEYChigATIJCAQQIRgKGKABMgcIBRAhGI8CMgcIBhAhGI8C0gEIOTM1ajBqMTWoAgiwAgHxBXoXYxf437oJ&sourceid=chrome&ie=UTF-8&mstk=AUtExfCXbmUfErPIsV7HkRNxXkEhgDAKYhWK2TY1cYEeMzGJeCOIPrMjpJVjXMEcBw5ayButbzNXgIgTf63lqWgxp2HNGzsI9F34TMBWpk46lnDV_Y3dWX3v0hDVD4kwgDtnTfyYWUinJH8nxCrqoKp8VtV7g2SDufTAZUSRqcGquvuxVYg&csui=3&ved=2ahUKEwicsLOuhpOQAxVkQjABHSbwHQ4QgK4QegQIARAF,google.com,1,thread_1863537211084169,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1863537211084169/,2025-10-07T21:41:15Z,2025-10-07T21:41:15Z
https://www.instagram.com/p/DNBzOSUOMiC/?igsh=MTk2NWJxYTNqanlmaw%3D%3D,instagram.com,1,thread_1810044073100150,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1810044073100150/,2025-08-07T19:05:47Z,2025-08-07T19:05:47Z
https://www.instagram.com/social_ot?igsh=bGthcmRjeWNiY2Jy,instagram.com,1,thread_1803895840381640,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1803895840381640/,2025-07-31T15:31:02Z,2025-07-31T15:31:02Z
https://www.instagram.com/social.moguls?igsh=czNqMDAweDg2ZnM2,instagram.com,1,thread_1803895840381640,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1803895840381640/,2025-07-31T15:31:02Z,2025-07-31T15:31:02Z
https://momence.com/The-Movement-Creative/Movement-Creative-Coach-Development/116983055,momence.com,1,thread_1801245543980003,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1801245543980003/,2025-07-28T12:24:45Z,2025-07-28T12:24:45Z
https://www.promptemr.com/campaigns/product/free-predictionhealth,promptemr.com,1,thread_1790052751765949,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1790052751765949/,2025-07-14T20:40:15Z,2025-07-14T20:40:15Z
https://www.instagram.com/reel/CiAhDFEDpva/?igsh=MXJwZW45bjQ4eThwag%3D%3D,instagram.com,1,thread_1788586661912558,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1788586661912558/,2025-07-13T03:17:25Z,2025-07-13T03:17:25Z
https://www.uncagedclinician.com/post/building-word-of-mouth-marketing,uncagedclinician.com,1,thread_1784979808939910,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1784979808939910/,2025-07-08T15:00:50Z,2025-07-08T15:00:50Z
https://www.uncagedclinician.com/post/break-free-from-the-grind-62225,uncagedclinician.com,1,thread_1773422210095670,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1773422210095670/,2025-06-24T15:50:04Z,2025-06-24T15:50:04Z
https://www.uncagedclinician.com/post/reclaiming-lost-time,uncagedclinician.com,1,thread_1767752387329319,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1767752387329319/,2025-06-17T16:35:54Z,2025-06-17T16:35:54Z
https://www.uncagedclinician.com/post/thriving-beyond-a-broken-system,uncagedclinician.com,1,thread_1750235219081036,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1750235219081036/,2025-05-26T15:00:20Z,2025-05-26T15:00:20Z
https://consultqd.clevelandclinic.org/trial-compares-shockwave-versus-radial-wave-therapy-for-erectile-dysfunction-in-prostate-cancer-survivors,consultqd.clevelandclinic.org,1,thread_1746247342813157,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1746247342813157/,2025-05-21T17:16:33Z,2025-05-21T17:16:33Z
https://shockwavetherapy.org/wp-content/uploads/2024/01/ISMST-Guidelines-for-ESWT-_-engl-20240103.pdf,shockwavetherapy.org,1,thread_1746247342813157,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1746247342813157/,2025-05-21T17:16:33Z,2025-05-21T17:16:33Z
https://www.instagram.com/p/DHEf1MivZNK/?igsh=MWJkdXh3NWpxeXlwdg%3D%3D,instagram.com,1,thread_1736703923767499,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1736703923767499/,2025-05-08T21:16:18Z,2025-05-08T21:16:18Z
https://web.cvent.com/event/3ec6d74f-b828-483b-ae39-2c0a37787226/websitePage:8c7824ea-808e-4723-8496-195f7370f21d,web.cvent.com,1,thread_1732833627487862,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1732833627487862/,2025-05-03T19:45:34Z,2025-05-03T19:45:34Z
https://www.uncagedclinician.com/post/what-i-wish-i-had-known,uncagedclinician.com,1,thread_1729420907829134,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1729420907829134/,2025-04-29T15:22:59Z,2025-04-29T15:22:59Z
https://us02web.zooom.us/j/3268446531,us02web.zooom.us,1,thread_1724621264975765,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1724621264975765/,2025-04-23T15:40:33Z,2025-04-23T15:40:33Z
https://www.uncagedclinician.com/post/do-you-understand-where-you-are,uncagedclinician.com,1,thread_1723757195062172,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1723757195062172/,2025-04-22T14:15:05Z,2025-04-22T14:15:05Z
https://www.uncagedclinician.com/post/wrestling-with-the-beginning,uncagedclinician.com,1,thread_1718193928951832,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1718193928951832/,2025-04-15T15:43:42Z,2025-04-15T15:43:42Z
https://youtu.be/wTmmD1RSmjM,youtu.be,1,thread_1712641582840400,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1712641582840400/,2025-04-09T15:18:12Z,2025-04-09T15:18:12Z
https://docs.google.com/forms/d/e/1FAIpQLScuHS5uHKJ4wc8chiAHCGgAmczB1J3EKsropqKkpUOzXCxBJA/viewform?usp=sharing,docs.google.com,1,thread_1710823686355523,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1710823686355523/,2025-04-07T19:39:17Z,2025-04-07T19:39:17Z
https://www.uncagedclinician.com/post/value-of-community,uncagedclinician.com,1,thread_1704706653633893,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1704706653633893/,2025-04-01T15:54:58Z,2025-04-01T15:54:58Z
https://www.instagram.com/runwithkat_dpt?igsh=OTMzaGxuaG43NjY1,instagram.com,1,thread_1670211250416767,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1670211250416767/,2025-02-19T03:58:37Z,2025-02-19T03:58:37Z
https://www.instagram.com/drmichellegaubert?igsh=MTQ0NWMyMW14OXc5eQ%3D%3D,instagram.com,1,thread_1670211250416767,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1670211250416767/,2025-02-19T03:58:37Z,2025-02-19T03:58:37Z
https://www.instagram.com/reel/DGEpP5QJOJi/?igsh=MWl0OWUwam42bTN6aA%3D%3D,instagram.com,1,thread_1669822327122326,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1669822327122326/,2025-02-18T16:13:07Z,2025-02-18T16:13:07Z
https://a.co/d/ce35LL4,a.co,1,thread_1669151077189451,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1669151077189451/,2025-02-17T19:26:34Z,2025-02-17T19:26:34Z
https://uncagedclinician.com/pathway,uncagedclinician.com,1,thread_1665791304192095,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1665791304192095/,2025-02-13T14:46:46Z,2025-02-13T14:46:46Z
https://www.uncagedclinician.com/post/navigating-the-path-to-an-uncaged-practice,uncagedclinician.com,1,thread_1659515541486338,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1659515541486338/,2025-02-04T17:10:49Z,2025-02-04T17:10:49Z
https://www.instagram.com/reel/DFBqNITvg6B/?igsh=MXdseTB0OWExcHp2cw%3D%3D,instagram.com,1,thread_1659369711500921,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1659369711500921/,2025-02-04T13:02:25Z,2025-02-04T13:02:25Z
https://us06web.zoom.us/webinar/register/WN_GeaFAB6NTseoOJv9fb-Wdg,us06web.zoom.us,1,thread_1658943294876896,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1658943294876896/,2025-02-03T22:15:15Z,2025-02-03T22:15:15Z
https://uncagedclinician.com,uncagedclinician.com,1,thread_1651581978946361,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1651581978946361/,2025-01-24T19:46:26Z,2025-01-24T19:46:26Z
https://www.uncagedclinician.com/post/business-success-determined-by-personal-growth,uncagedclinician.com,1,thread_1649282352509657,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1649282352509657/,2025-01-21T16:27:10Z,2025-01-21T16:27:10Z
https://open.spotify.com/episode/5ooe7DqIciKJB8I6TRjnue?si=8t6XpeyvShSJ1nGcbGcL_w,open.spotify.com,1,thread_1644897576281468,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1644897576281468/,2025-01-15T16:35:58Z,2025-01-15T16:35:58Z
https://podcasts.apple.com/us/podcast/dive-deep-into-your-business-why-key-insights-inside/id1419165668?i=1000684053311,podcasts.apple.com,1,thread_1644897576281468,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1644897576281468/,2025-01-15T16:35:58Z,2025-01-15T16:35:58Z
https://www.instagram.com/p/DEqwD6XPDyo/?igsh=NTc4MTIwNjQ2YQ%3D%3D,instagram.com,1,thread_1641743676596858,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1641743676596858/,2025-01-11T10:48:02Z,2025-01-11T10:48:02Z
https://open.spotify.com/episode/5krpMl9y4UhuALD0Oqu5Bg?si=8cCtJC33Sh6kO_Rmb7nKGA,open.spotify.com,1,thread_1641305369974022,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1641305369974022/,2025-01-10T18:26:28Z,2025-01-10T18:26:28Z
https://open.spotify.com/episode/5krpMl9y4UhuALD0Oqu5Bg?si=J3nVXD-pSTK2o66dVqc2-A,open.spotify.com,1,thread_1639914946779731,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1639914946779731/,2025-01-08T20:59:12Z,2025-01-08T20:59:12Z
https://www.uncagedclinician.com/blog,uncagedclinician.com,1,thread_1639104653527427,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1639104653527427/,2025-01-07T16:50:30Z,2025-01-07T16:50:30Z
https://rxfunction.com/,rxfunction.com,1,thread_1635743513863541,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1635743513863541/,2025-01-02T22:26:22Z,2025-01-02T22:26:22Z
https://www.creativespecialistsintl.com/product-page/adjustable-shelving-unit,creativespecialistsintl.com,1,thread_1633317017439524,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1633317017439524/,2024-12-30T16:01:59Z,2024-12-30T16:01:59Z
https://theperformancemovement.com/,theperformancemovement.com,1,thread_1630544957716730,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1630544957716730/,2024-12-26T17:00:22Z,2024-12-26T17:00:22Z
https://www.ipta.org/news/651241/New-Changes-Adopted-in-the-Rules-for-Administration-of-the-IL-PT-Act.htm,ipta.org,1,thread_1626443954793497,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1626443954793497/,2024-12-21T02:40:50Z,2024-12-21T02:40:50Z
https://www.ilga.gov/commission/jcar/admincode/068/068013400000850R.html,ilga.gov,1,thread_1626443954793497,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1626443954793497/,2024-12-21T02:40:50Z,2024-12-21T02:40:50Z
https://www.instagram.com/strengthandspine?igsh=aXlxdG11ZGZ2bXd5,instagram.com,1,thread_1624741804963712,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1624741804963712/,2024-12-18T23:01:34Z,2024-12-18T23:01:34Z
https://www.votervoice.net/AOTA/Home,votervoice.net,1,thread_1613772192727340,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1613772192727340/,2024-12-03T16:30:47Z,2024-12-03T16:30:47Z
https://www.apta.org/advocacy/take-action/patient-action-center,apta.org,1,thread_1613772192727340,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1613772192727340/,2024-12-03T16:30:47Z,2024-12-03T16:30:47Z
https://www.asha.org/advocacy/takeaction/,asha.org,1,thread_1613772192727340,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1613772192727340/,2024-12-03T16:30:47Z,2024-12-03T16:30:47Z
https://www.uidaho.edu/ed/mvsc/academics/at/faculty,uidaho.edu,1,thread_1611736539597572,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1611736539597572/,2024-11-30T20:33:49Z,2024-11-30T20:33:49Z
https://www.instagram.com/reel/DBJ9NEjy25K/?igsh=emlxY3RlbHZ4a2Zo,instagram.com,1,thread_1577632563007970,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1577632563007970/,2024-10-15T22:16:22Z,2024-10-15T22:16:22Z
https://youtu.be/HrnLhTqyfqs?feature=shared,youtu.be,1,thread_1577632563007970,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1577632563007970/,2024-10-15T22:16:22Z,2024-10-15T22:16:22Z
https://meet.jane.app/more-time,meet.jane.app,1,thread_1562482941189599,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1562482941189599/,2024-09-26T21:21:41Z,2024-09-26T21:21:41Z
https://jane.app/community,jane.app,1,thread_1562482941189599,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1562482941189599/,2024-09-26T21:21:41Z,2024-09-26T21:21:41Z
https://www.amazon.com/Mount-Computer-Keyboard-Ergonomic-Drawer/dp/B0764PQL7M?ref_=ast_sto_dp,amazon.com,1,thread_1548815375889689,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1548815375889689/,2024-09-08T20:01:37Z,2024-09-08T20:01:37Z
https://healcerionusa.com/product/sonon-500l-linear-ultrasound/,healcerionusa.com,1,thread_1539973973440496,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1539973973440496/,2024-08-27T04:04:53Z,2024-08-27T04:04:53Z
https://www.aota.org/practice/practice-essentials/coding/medicare-fee-schedule-calculator,aota.org,1,thread_1521853045252589,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1521853045252589/,2024-07-31T16:19:09Z,2024-07-31T16:19:09Z
https://maps.app.goo.gl/QQ1oMKeQzTe2JWgh6,maps.app.goo.gl,1,thread_1521658218605405,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1521658218605405/,2024-07-31T10:16:44Z,2024-07-31T10:16:44Z
https://affiliate-program.amazon.com/help/operating/policies,affiliate-program.amazon.com,1,thread_1517308742373686,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1517308742373686/,2024-07-24T16:57:26Z,2024-07-24T16:57:26Z
https://m.me/mahyland,m.me,1,thread_1512911899480037,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1512911899480037/,2024-07-17T21:23:47Z,2024-07-17T21:23:47Z
https://api.leadconnectorhq.com/widget/booking/FYWtsvC5j16lmvKbDg9H,api.leadconnectorhq.com,1,thread_1512911149480112,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1512911149480112/,2024-07-17T21:21:47Z,2024-07-17T21:21:47Z
https://zetter.com/practice-management-services/credentialing-contracting/,zetter.com,1,thread_1508712516566642,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1508712516566642/,2024-07-11T14:18:04Z,2024-07-11T14:18:04Z
http://chat.openai.com/g/g-C1fuXSdT4-ai-assessment-,chat.openai.com,1,thread_1489925918445302,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1489925918445302/,2024-06-13T11:45:59Z,2024-06-13T11:45:59Z
https://www.apta.org/your-practice/payment/medicare-payment/coding-billing/mppr,apta.org,1,thread_1489206628517231,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1489206628517231/,2024-06-12T07:43:41Z,2024-06-12T07:43:41Z
https://www.linkedin.com/jobs/view/3917549370,linkedin.com,1,thread_1476549843116243,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1476549843116243/,2024-05-23T14:50:41Z,2024-05-23T14:50:41Z
http://www.opusphysio.com/,opusphysio.com,1,thread_1476549843116243,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1476549843116243/,2024-05-23T14:50:41Z,2024-05-23T14:50:41Z
https://www.cms.gov/Outreach-and-Education/Medicare-Learning-Network-MLN/MLNProducts/downloads/Medicare_Beneficiaries_Dual_Eligibles_At_a_Glance.pdf,cms.gov,1,thread_1476066499831244,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1476066499831244/,2024-05-22T20:31:53Z,2024-05-22T20:31:53Z
https://healingspotpt.com/hiring/,healingspotpt.com,1,thread_1466458544125373,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1466458544125373/,2024-05-08T21:57:15Z,2024-05-08T21:57:15Z
https://healingspotpt.com,healingspotpt.com,1,thread_1466458544125373,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1466458544125373/,2024-05-08T21:57:15Z,2024-05-08T21:57:15Z
